po_number,item_number,acknowledgement_status,acknowledged_qty,committed_delivery_date,supplier_confirm_number,last_supplier_response_date,response_source,buyer_followup_count
4500000383,00030,ACKNOWLEDGED,53,2026-04-16,SCN258211,2026-02-17,EMAIL,0
4500000383,00040,MISSING,0,2026-02-22,,,,4
4500000383,00050,ACKNOWLEDGED,312,2026-05-07,SCN376173,2026-02-26,EMAIL,2
4500000383,00060,MISSING,0,2026-03-20,,,,0
4500000384,00010,ACKNOWLEDGED,863,2026-05-18,SCN369074,2026-03-22,EMAIL,0
4500000384,00020,PROMISED_LATE,829,2026-06-02,SCN288216,2026-03-23,PORTAL,3
4500000384,00030,PARTIAL,18,2026-06-19,SCN615357,2026-03-19,EDI,2
4500000384,00040,PARTIAL,430,2026-03-30,SCN114528,2026-03-17,PORTAL,4
4500000384,00050,ACKNOWLEDGED,906,2026-03-28,SCN312849,2026-03-20,PHONE_NOTE,1
4500000385,00010,ACKNOWLEDGED,929,2026-08-06,SCN213309,2026-05-29,EMAIL,2
4500000385,00020,MISSING,0,2026-06-07,,,,3
4500000385,00030,MISSING,0,2026-05-30,,,,1
4500000385,00040,ACKNOWLEDGED,24,2026-06-13,SCN226469,2026-05-25,EDI,1
4500000385,00050,PROMISED_LATE,8,2026-09-22,SCN865944,2026-05-29,REGRELLO,0
4500000385,00060,MISSING,0,2026-07-15,,,,4
4500000385,00070,ACKNOWLEDGED,1040,2026-08-23,SCN425106,2026-05-23,PHONE_NOTE,0
4500000386,00010,PARTIAL,33,2026-05-14,SCN110005,2026-02-26,REGRELLO,5
4500000386,00020,MISSING,0,2026-03-13,,,,4
4500000386,00030,PROMISED_LATE,186,2026-04-03,SCN346816,2026-02-28,REGRELLO,5
4500000386,00040,ACKNOWLEDGED,982,2026-03-10,SCN581871,2026-02-20,PORTAL,2
4500000386,00050,PROMISED_LATE,285,2026-05-31,SCN331478,2026-02-25,REGRELLO,2
4500000386,00060,MISSING,0,2026-03-04,,,,3
4500000386,00070,ACKNOWLEDGED,456,2026-05-24,SCN368209,2026-03-02,EMAIL,0
4500000387,00010,PROMISED_LATE,477,2026-07-16,SCN717785,2026-03-26,REGRELLO,4
4500000387,00020,ACKNOWLEDGED,2225,2026-06-19,SCN408146,2026-03-26,PHONE_NOTE,2
4500000387,00030,REJECTED,747,,SCN628981,2026-03-27,PORTAL,1
4500000387,00040,MISSING,0,2026-05-14,,,,1
4500000387,00050,ACKNOWLEDGED,36,2026-05-05,SCN105283,2026-03-30,PHONE_NOTE,2
4500000387,00060,ACKNOWLEDGED,2526,2026-05-14,SCN604934,2026-04-04,REGRELLO,2
4500000388,00010,PARTIAL,374,2026-06-05,SCN718873,2026-05-26,PORTAL,5
4500000388,00020,QTY_DISPUTE,488,2026-07-22,SCN166176,2026-05-29,PORTAL,0
4500000389,00010,MISSING,0,2026-07-01,,,,5
4500000389,00020,ACKNOWLEDGED,548,2026-06-25,SCN768566,2026-04-12,REGRELLO,0
4500000389,00030,ACKNOWLEDGED,335,2026-05-14,SCN671998,2026-04-15,EDI,2
4500000389,00040,QTY_DISPUTE,1720,2026-05-19,SCN190262,2026-04-13,PHONE_NOTE,0
4500000389,00050,ACKNOWLEDGED,29,2026-06-15,SCN331256,2026-04-13,PHONE_NOTE,2
4500000390,00010,ACKNOWLEDGED,35,2026-04-09,SCN928025,2026-03-02,PORTAL,1
4500000390,00020,MISSING,0,2026-05-15,,,,2
4500000390,00030,ACKNOWLEDGED,34,2026-04-22,SCN594210,2026-03-04,EDI,1
4500000390,00040,REJECTED,1818,,SCN190391,2026-03-05,EDI,2
4500000391,00010,PARTIAL,286,2026-05-10,SCN939915,2026-02-22,REGRELLO,1
4500000391,00020,PROMISED_LATE,132,2026-03-25,SCN465896,2026-02-24,REGRELLO,5
4500000391,00030,ACKNOWLEDGED,77,2026-04-27,SCN691674,2026-02-24,PHONE_NOTE,2
4500000391,00040,MISSING,0,2026-03-08,,,,5
4500000391,00050,PROMISED_LATE,507,2026-04-04,SCN961518,2026-02-22,PORTAL,4
4500000391,00060,ACKNOWLEDGED,2167,2026-03-13,SCN836259,2026-02-22,EMAIL,2
4500000392,00010,ACKNOWLEDGED,440,2026-04-04,SCN515946,2026-03-17,EMAIL,2
4500000392,00020,PARTIAL,15,2026-03-17,SCN578232,2026-03-15,PORTAL,3
4500000392,00030,MISSING,0,2026-04-23,,,,1
4500000392,00040,MISSING,0,2026-03-20,,,,5
4500000392,00050,ACKNOWLEDGED,32,2026-03-30,SCN730516,2026-03-12,PORTAL,1
4500000392,00060,ACKNOWLEDGED,185,2026-04-28,SCN101202,2026-03-08,EMAIL,0
4500000393,00010,ACKNOWLEDGED,18,2026-07-07,SCN175882,2026-06-02,PHONE_NOTE,2
4500000393,00020,ACKNOWLEDGED,151,2026-08-25,SCN735059,2026-06-06,PHONE_NOTE,2
4500000393,00030,PARTIAL,317,2026-07-30,SCN632835,2026-05-31,PORTAL,0
4500000393,00040,PARTIAL,1623,2026-06-10,SCN710597,2026-06-08,PORTAL,0
4500000393,00050,QTY_DISPUTE,66,2026-08-23,SCN479002,2026-06-02,EMAIL,1
4500000393,00060,ACKNOWLEDGED,258,2026-08-30,SCN797090,2026-05-28,REGRELLO,0
4500000393,00070,MISSING,0,2026-08-03,,,,4
4500000394,00010,ACKNOWLEDGED,70,2026-06-20,SCN143089,2026-03-31,EDI,1
4500000395,00010,MISSING,0,2026-04-06,,,,5
4500000396,00010,ACKNOWLEDGED,1351,2026-02-19,SCN269212,2026-02-16,EMAIL,1
4500000396,00020,PARTIAL,1912,2026-03-07,SCN163199,2026-02-10,PORTAL,3
4500000396,00030,PROMISED_LATE,18,2026-04-25,SCN523065,2026-02-06,REGRELLO,4
4500000396,00040,PROMISED_LATE,55,2026-03-21,SCN739203,2026-02-06,PHONE_NOTE,1
4500000397,00010,MISSING,0,2026-07-04,,,,5
4500000397,00020,PARTIAL,428,2026-07-13,SCN818058,2026-05-04,PHONE_NOTE,3
4500000397,00030,PARTIAL,541,2026-07-08,SCN524776,2026-05-07,EMAIL,1
4500000397,00040,PARTIAL,16,2026-05-09,SCN196023,2026-05-04,REGRELLO,0
4500000397,00050,PROMISED_LATE,78,2026-06-19,SCN629770,2026-05-07,EMAIL,0
4500000397,00060,ACKNOWLEDGED,1173,2026-06-24,SCN951446,2026-05-04,REGRELLO,0
4500000397,00070,MISSING,0,2026-07-24,,,,2
4500000398,00010,ACKNOWLEDGED,192,2026-06-21,SCN195870,2026-03-27,PHONE_NOTE,2
4500000398,00020,ACKNOWLEDGED,107,2026-06-24,SCN290458,2026-03-28,EDI,0
4500000398,00030,MISSING,0,2026-04-01,,,,3
4500000398,00040,PROMISED_LATE,38,2026-06-23,SCN238320,2026-04-02,REGRELLO,4
4500000398,00050,QTY_DISPUTE,371,2026-06-11,SCN549263,2026-03-28,PHONE_NOTE,2
4500000399,00010,ACKNOWLEDGED,344,2026-05-03,SCN812684,2026-03-05,PHONE_NOTE,1
4500000399,00020,PARTIAL,1131,2026-05-29,SCN245453,2026-03-08,PHONE_NOTE,3
4500000399,00030,ACKNOWLEDGED,9,2026-05-04,SCN845693,2026-03-08,EMAIL,2
4500000399,00040,MISSING,0,2026-05-23,,,,3
4500000400,00010,ACKNOWLEDGED,50,2026-06-10,SCN243078,2026-03-30,REGRELLO,2
4500000400,00020,PROMISED_LATE,9,2026-06-10,SCN756354,2026-03-31,EDI,0
4500000401,00010,ACKNOWLEDGED,8,2026-05-06,SCN214481,2026-02-16,PORTAL,2
4500000401,00020,ACKNOWLEDGED,18,2026-05-05,SCN145680,2026-02-08,EDI,2
4500000402,00010,ACKNOWLEDGED,895,2026-06-20,SCN249578,2026-05-07,PHONE_NOTE,2
4500000402,00020,MISSING,0,2026-06-11,,,,5
4500000402,00030,PROMISED_LATE,44,2026-07-15,SCN233435,2026-05-04,REGRELLO,3
4500000403,00010,ACKNOWLEDGED,19,2026-07-07,SCN629877,2026-05-15,PORTAL,2
4500000404,00010,MISSING,0,2026-07-03,,,,5
4500000404,00020,PRICE_DISPUTE,17,2026-05-30,SCN669941,2026-05-09,EDI,1
4500000404,00030,PROMISED_LATE,1164,2026-06-14,SCN580302,2026-05-15,EDI,4
4500000404,00040,ACKNOWLEDGED,140,2026-06-11,SCN762481,2026-05-18,PORTAL,1
4500000404,00050,MISSING,0,2026-08-02,,,,3
4500000405,00010,MISSING,0,2026-07-09,,,,2
4500000405,00020,MISSING,0,2026-07-09,,,,3
4500000405,00030,PARTIAL,1023,2026-07-27,SCN863254,2026-05-31,PORTAL,4
4500000405,00040,ACKNOWLEDGED,40,2026-06-19,SCN370860,2026-05-28,PORTAL,0
4500000405,00050,QTY_DISPUTE,22,2026-07-13,SCN889103,2026-05-26,PHONE_NOTE,2
4500000405,00060,PRICE_DISPUTE,94,2026-07-04,SCN280370,2026-05-25,EDI,2
4500000406,00010,PRICE_DISPUTE,9,2026-07-26,SCN449043,2026-05-22,REGRELLO,2
4500000406,00020,ACKNOWLEDGED,243,2026-06-30,SCN315624,2026-05-21,PHONE_NOTE,0
4500000406,00030,PROMISED_LATE,2697,2026-07-04,SCN235687,2026-05-24,EDI,1
4500000407,00010,ACKNOWLEDGED,68,2026-08-09,SCN219074,2026-05-22,PORTAL,2
4500000407,00020,PARTIAL,62,2026-08-04,SCN881188,2026-05-28,EMAIL,3
4500000407,00030,ACKNOWLEDGED,8,2026-07-12,SCN497969,2026-05-23,EDI,1
4500000407,00040,ACKNOWLEDGED,312,2026-08-09,SCN558645,2026-05-27,PORTAL,0
4500000407,00050,ACKNOWLEDGED,532,2026-08-19,SCN765878,2026-05-21,EDI,1
4500000408,00010,PROMISED_LATE,167,2026-04-11,SCN978763,2026-02-10,EMAIL,4
4500000408,00020,ACKNOWLEDGED,107,2026-05-05,SCN771323,2026-02-06,REGRELLO,0
4500000409,00010,PARTIAL,1110,2026-06-17,SCN218033,2026-05-16,PORTAL,3
4500000409,00020,PROMISED_LATE,118,2026-08-21,SCN563561,2026-05-09,EDI,1
4500000410,00010,ACKNOWLEDGED,47,2026-07-22,SCN767606,2026-05-18,REGRELLO,0
4500000411,00010,ACKNOWLEDGED,983,2026-06-20,SCN832565,2026-05-31,REGRELLO,1
4500000411,00020,MISSING,0,2026-08-16,,,,1
4500000411,00030,MISSING,0,2026-08-07,,,,5
4500000411,00040,ACKNOWLEDGED,19,2026-06-25,SCN986679,2026-06-01,EDI,0
4500000411,00050,ACKNOWLEDGED,1497,2026-06-11,SCN948666,2026-06-03,REGRELLO,1
4500000411,00060,ACKNOWLEDGED,434,2026-06-24,SCN277674,2026-05-27,EDI,0
4500000411,00070,ACKNOWLEDGED,856,2026-06-07,SCN325734,2026-06-03,REGRELLO,2
4500000412,00010,ACKNOWLEDGED,141,2026-07-28,SCN830752,2026-05-22,EMAIL,1
4500000413,00010,PARTIAL,206,2026-06-08,SCN532642,2026-05-13,EDI,4
4500000413,00020,QTY_DISPUTE,15,2026-07-23,SCN522313,2026-05-15,EMAIL,0
4500000413,00030,ACKNOWLEDGED,548,2026-05-25,SCN498029,2026-05-14,PORTAL,2
4500000413,00040,ACKNOWLEDGED,857,2026-06-09,SCN421148,2026-05-10,PORTAL,0
4500000414,00010,PRICE_DISPUTE,17,2026-04-10,SCN356695,2026-03-23,EMAIL,1
4500000414,00020,PARTIAL,3613,2026-06-03,SCN725444,2026-03-23,PORTAL,0
4500000414,00030,ACKNOWLEDGED,112,2026-05-01,SCN799774,2026-03-30,EMAIL,1
4500000414,00040,ACKNOWLEDGED,70,2026-04-10,SCN472175,2026-03-23,EDI,0
4500000414,00050,MISSING,0,2026-06-22,,,,1
4500000414,00060,ACKNOWLEDGED,16,2026-04-30,SCN669653,2026-03-27,PORTAL,2
4500000414,00070,PROMISED_LATE,268,2026-05-30,SCN109574,2026-03-28,PHONE_NOTE,5
4500000415,00010,MISSING,0,2026-07-15,,,,2
4500000416,00010,REJECTED,73,,SCN189024,2026-03-26,PHONE_NOTE,0
4500000416,00020,ACKNOWLEDGED,688,2026-04-24,SCN439568,2026-04-01,EMAIL,2
4500000416,00030,PROMISED_LATE,275,2026-07-02,SCN393458,2026-03-26,EDI,0
4500000416,00040,PROMISED_LATE,561,2026-04-23,SCN591641,2026-03-28,PHONE_NOTE,0
4500000416,00050,ACKNOWLEDGED,350,2026-06-17,SCN285883,2026-03-29,EMAIL,2
4500000416,00060,MISSING,0,2026-04-05,,,,5
4500000416,00070,MISSING,0,2026-05-21,,,,4
4500000417,00010,MISSING,0,2026-06-02,,,,2
4500000417,00020,MISSING,0,2026-07-07,,,,5
4500000417,00030,PARTIAL,82,2026-07-31,SCN289872,2026-05-19,PHONE_NOTE,3
4500000418,00010,ACKNOWLEDGED,18,2026-04-18,SCN702070,2026-04-06,REGRELLO,1
4500000419,00010,ACKNOWLEDGED,201,2026-06-29,SCN978217,2026-06-07,PORTAL,2
4500000419,00020,MISSING,0,2026-08-09,,,,1
4500000420,00010,ACKNOWLEDGED,31,2026-05-27,SCN781130,2026-03-25,REGRELLO,1
4500000420,00020,PRICE_DISPUTE,15,2026-05-31,SCN143185,2026-04-05,PHONE_NOTE,1
4500000420,00030,ACKNOWLEDGED,86,2026-04-02,SCN305795,2026-03-30,EDI,1
4500000420,00040,ACKNOWLEDGED,66,2026-05-13,SCN965195,2026-03-27,EDI,2
4500000421,00010,ACKNOWLEDGED,190,2026-05-06,SCN740979,2026-03-25,PORTAL,2
4500000422,00010,ACKNOWLEDGED,271,2026-07-08,SCN438678,2026-05-16,PORTAL,1
4500000422,00020,PRICE_DISPUTE,93,2026-06-03,SCN579259,2026-05-19,EMAIL,0
4500000422,00030,ACKNOWLEDGED,955,2026-05-27,SCN498759,2026-05-17,EMAIL,1
4500000422,00040,PROMISED_LATE,1382,2026-08-19,SCN728128,2026-05-19,PORTAL,4
4500000423,00010,ACKNOWLEDGED,248,2026-08-21,SCN435534,2026-05-23,PHONE_NOTE,1
4500000424,00010,ACKNOWLEDGED,677,2026-07-07,SCN216802,2026-05-06,REGRELLO,2
4500000425,00010,REJECTED,730,,SCN127333,2026-02-14,PORTAL,0
4500000425,00020,ACKNOWLEDGED,49,2026-04-22,SCN469931,2026-02-16,PORTAL,0
4500000425,00030,REJECTED,903,,SCN767861,2026-02-15,EMAIL,0
4500000425,00040,REJECTED,133,,SCN507110,2026-02-16,EDI,0
4500000425,00050,MISSING,0,2026-05-11,,,,4
4500000425,00060,ACKNOWLEDGED,14,2026-03-20,SCN933676,2026-02-07,EMAIL,0
4500000426,00010,ACKNOWLEDGED,907,2026-05-23,SCN809629,2026-05-10,EMAIL,2
4500000426,00020,MISSING,0,2026-05-17,,,,1
4500000427,00010,PRICE_DISPUTE,1894,2026-06-28,SCN431355,2026-05-15,PORTAL,2
4500000427,00020,MISSING,0,2026-06-08,,,,1
4500000428,00010,MISSING,0,2026-06-04,,,,0
4500000428,00020,MISSING,0,2026-08-06,,,,4
4500000428,00030,PARTIAL,710,2026-06-03,SCN550916,2026-05-26,PORTAL,5
4500000428,00040,PROMISED_LATE,512,2026-07-19,SCN871171,2026-05-23,EMAIL,3
4500000428,00050,ACKNOWLEDGED,52,2026-06-09,SCN287302,2026-05-31,PHONE_NOTE,0
4500000428,00060,ACKNOWLEDGED,350,2026-06-02,SCN719855,2026-05-28,PORTAL,1
4500000428,00070,PRICE_DISPUTE,6,2026-07-11,SCN836504,2026-06-01,REGRELLO,2
4500000429,00010,ACKNOWLEDGED,1055,2026-06-15,SCN498271,2026-04-10,REGRELLO,0
4500000429,00020,ACKNOWLEDGED,2773,2026-04-15,SCN664197,2026-04-07,EMAIL,0
4500000429,00030,ACKNOWLEDGED,274,2026-04-26,SCN855203,2026-04-06,PORTAL,2
4500000429,00040,ACKNOWLEDGED,52,2026-07-06,SCN467453,2026-04-08,REGRELLO,0
4500000430,00010,PROMISED_LATE,6,2026-06-20,SCN679802,2026-03-12,PORTAL,2
4500000430,00020,REJECTED,2069,,SCN577918,2026-03-02,PORTAL,0
4500000431,00010,ACKNOWLEDGED,602,2026-04-01,SCN339253,2026-02-14,PORTAL,2
4500000431,00020,ACKNOWLEDGED,1333,2026-03-02,SCN417711,2026-02-04,PORTAL,2
4500000431,00030,ACKNOWLEDGED,5,2026-04-19,SCN319698,2026-02-08,REGRELLO,1
4500000432,00010,MISSING,0,2026-05-11,,,,1
4500000432,00020,ACKNOWLEDGED,1284,2026-05-17,SCN546226,2026-03-05,EMAIL,1
4500000432,00030,ACKNOWLEDGED,688,2026-04-21,SCN471672,2026-03-03,PORTAL,0
4500000433,00010,QTY_DISPUTE,689,2026-04-11,SCN360948,2026-04-05,EDI,0
4500000433,00020,ACKNOWLEDGED,25,2026-05-06,SCN340302,2026-03-30,EMAIL,0
4500000433,00030,MISSING,0,2026-05-11,,,,5
4500000433,00040,ACKNOWLEDGED,968,2026-04-20,SCN130908,2026-04-04,PORTAL,1
4500000433,00050,ACKNOWLEDGED,166,2026-06-03,SCN169283,2026-04-07,PORTAL,1
4500000433,00060,ACKNOWLEDGED,18,2026-04-06,SCN271231,2026-04-03,EMAIL,0
4500000434,00010,ACKNOWLEDGED,3827,2026-06-05,SCN707667,2026-03-20,REGRELLO,1
4500000434,00020,ACKNOWLEDGED,27,2026-03-30,SCN959085,2026-03-22,PHONE_NOTE,0
4500000434,00030,MISSING,0,2026-05-11,,,,3
4500000434,00040,ACKNOWLEDGED,19,2026-05-24,SCN930694,2026-03-24,PORTAL,1
4500000434,00050,REJECTED,18,,SCN116229,2026-03-22,PORTAL,0
4500000435,00010,ACKNOWLEDGED,556,2026-06-27,SCN725967,2026-05-13,EDI,0
4500000435,00020,PARTIAL,1634,2026-08-10,SCN551802,2026-05-12,EDI,1
4500000435,00030,MISSING,0,2026-06-10,,,,0
4500000435,00040,PRICE_DISPUTE,65,2026-05-19,SCN823451,2026-05-23,REGRELLO,2
4500000436,00010,PARTIAL,39,2026-07-18,SCN382876,2026-05-30,PORTAL,2
4500000436,00020,ACKNOWLEDGED,2938,2026-07-30,SCN668125,2026-05-27,EDI,1
4500000436,00030,ACKNOWLEDGED,38,2026-08-11,SCN672046,2026-05-29,EDI,0
4500000437,00010,ACKNOWLEDGED,685,2026-03-08,SCN618076,2026-02-05,EDI,1
4500000437,00020,ACKNOWLEDGED,205,2026-03-04,SCN223327,2026-02-02,PHONE_NOTE,0
4500000437,00030,ACKNOWLEDGED,28,2026-03-01,SCN868806,2026-02-09,EDI,2
4500000437,00040,MISSING,0,2026-02-10,,,,1
4500000437,00050,MISSING,0,2026-04-21,,,,4
4500000438,00010,PRICE_DISPUTE,65,2026-08-07,SCN932333,2026-06-05,EMAIL,2
4500000438,00020,ACKNOWLEDGED,190,2026-07-29,SCN861389,2026-05-28,PORTAL,2
4500000438,00030,PROMISED_LATE,43,2026-09-20,SCN467772,2026-06-06,EMAIL,4
4500000439,00010,PRICE_DISPUTE,54,2026-04-13,SCN328563,2026-02-13,PORTAL,2
4500000439,00020,ACKNOWLEDGED,131,2026-05-01,SCN621068,2026-02-07,EDI,1
4500000439,00030,ACKNOWLEDGED,194,2026-02-20,SCN582509,2026-02-12,EDI,1
4500000439,00040,ACKNOWLEDGED,35,2026-04-01,SCN414101,2026-02-07,REGRELLO,0
4500000439,00050,PRICE_DISPUTE,2395,2026-03-06,SCN330054,2026-02-08,EDI,2
4500000439,00060,ACKNOWLEDGED,1475,2026-04-07,SCN493523,2026-02-11,REGRELLO,1
4500000440,00010,MISSING,0,2026-07-09,,,,1
4500000440,00020,PARTIAL,635,2026-08-08,SCN445959,2026-05-14,PHONE_NOTE,5
4500000441,00010,PROMISED_LATE,980,2026-07-23,SCN954155,2026-05-18,PORTAL,4
4500000441,00020,ACKNOWLEDGED,236,2026-07-01,SCN541259,2026-05-17,EDI,1
4500000441,00030,ACKNOWLEDGED,984,2026-08-06,SCN372551,2026-05-21,EDI,1
4500000441,00040,QTY_DISPUTE,59,2026-08-03,SCN775464,2026-05-15,EMAIL,0
4500000441,00050,REJECTED,601,,SCN738270,2026-05-14,PHONE_NOTE,0
4500000441,00060,ACKNOWLEDGED,850,2026-06-24,SCN207562,2026-05-16,EMAIL,0
4500000441,00070,PROMISED_LATE,147,2026-08-06,SCN269175,2026-05-20,REGRELLO,0
4500000442,00010,ACKNOWLEDGED,1987,2026-04-28,SCN667801,2026-02-25,PORTAL,0
4500000442,00020,ACKNOWLEDGED,385,2026-04-21,SCN424321,2026-02-23,EDI,2
4500000442,00030,ACKNOWLEDGED,238,2026-05-13,SCN263844,2026-02-19,EDI,2
4500000442,00040,MISSING,0,2026-04-25,,,,5
4500000442,00050,ACKNOWLEDGED,37,2026-03-16,SCN165527,2026-02-19,PORTAL,2
4500000443,00010,PARTIAL,453,2026-04-05,SCN237094,2026-03-15,EDI,1
4500000443,00020,ACKNOWLEDGED,12,2026-04-20,SCN654971,2026-03-11,REGRELLO,1
4500000443,00030,MISSING,0,2026-04-07,,,,5
4500000444,00010,ACKNOWLEDGED,60,2026-04-07,SCN468247,2026-04-06,PHONE_NOTE,0
4500000444,00020,ACKNOWLEDGED,54,2026-05-05,SCN348873,2026-04-09,EMAIL,2
4500000444,00030,QTY_DISPUTE,2779,2026-06-18,SCN514645,2026-04-08,EDI,2
4500000444,00040,MISSING,0,2026-04-20,,,,3
4500000445,00010,PROMISED_LATE,24,2026-04-10,SCN146535,2026-02-12,PORTAL,3
4500000445,00020,REJECTED,485,,SCN664238,2026-02-21,PHONE_NOTE,1
4500000445,00030,ACKNOWLEDGED,996,2026-05-12,SCN549805,2026-02-19,PHONE_NOTE,2
4500000445,00040,ACKNOWLEDGED,1909,2026-04-11,SCN434880,2026-02-17,REGRELLO,0
4500000445,00050,ACKNOWLEDGED,357,2026-04-13,SCN892749,2026-02-13,EDI,0
4500000445,00060,REJECTED,143,,SCN115443,2026-02-16,EDI,0
4500000445,00070,ACKNOWLEDGED,703,2026-03-17,SCN626796,2026-02-22,PHONE_NOTE,1
4500000446,00010,PROMISED_LATE,185,2026-08-17,SCN821110,2026-05-19,PHONE_NOTE,4
4500000446,00020,PARTIAL,1603,2026-05-25,SCN860154,2026-05-18,REGRELLO,1
4500000446,00030,ACKNOWLEDGED,33,2026-06-14,SCN275743,2026-05-21,REGRELLO,1
4500000446,00040,PROMISED_LATE,1979,2026-07-11,SCN956976,2026-05-19,PORTAL,1
4500000446,00050,PARTIAL,87,2026-05-21,SCN107105,2026-05-22,REGRELLO,1
4500000447,00010,PARTIAL,72,2026-04-23,SCN484628,2026-03-27,PHONE_NOTE,1
4500000447,00020,ACKNOWLEDGED,26,2026-05-31,SCN640414,2026-03-29,PORTAL,1
4500000447,00030,PROMISED_LATE,82,2026-04-24,SCN137362,2026-03-29,PORTAL,0
4500000447,00040,ACKNOWLEDGED,474,2026-05-02,SCN460438,2026-03-21,EDI,0
4500000447,00050,MISSING,0,2026-05-01,,,,3
4500000447,00060,MISSING,0,2026-05-13,,,,1
4500000448,00010,PARTIAL,11,2026-02-27,SCN172109,2026-03-02,REGRELLO,5
4500000448,00020,PARTIAL,266,2026-04-22,SCN709190,2026-02-21,REGRELLO,4
4500000448,00030,ACKNOWLEDGED,319,2026-05-13,SCN864340,2026-02-22,REGRELLO,2
4500000448,00040,PROMISED_LATE,6,2026-06-01,SCN444962,2026-02-20,PHONE_NOTE,5
4500000449,00010,QTY_DISPUTE,24,2026-03-31,SCN817017,2026-02-09,EDI,1
4500000449,00020,MISSING,0,2026-02-22,,,,3
4500000449,00030,QTY_DISPUTE,49,2026-02-22,SCN652222,2026-02-19,EMAIL,2
4500000449,00040,QTY_DISPUTE,989,2026-03-21,SCN125742,2026-02-11,EDI,1
4500000449,00050,PROMISED_LATE,163,2026-03-08,SCN948548,2026-02-10,EMAIL,2
4500000450,00010,ACKNOWLEDGED,272,2026-06-16,SCN420350,2026-05-20,PORTAL,0
4500000450,00020,ACKNOWLEDGED,3882,2026-06-19,SCN207273,2026-05-14,PHONE_NOTE,1
4500000450,00030,MISSING,0,2026-07-03,,,,0
4500000450,00040,PARTIAL,5,2026-06-12,SCN802452,2026-05-17,PHONE_NOTE,1
4500000451,00010,ACKNOWLEDGED,18,2026-05-01,SCN132226,2026-04-19,PORTAL,0
4500000451,00020,PROMISED_LATE,23,2026-07-31,SCN726283,2026-04-20,EMAIL,3
4500000451,00030,ACKNOWLEDGED,211,2026-06-08,SCN881259,2026-04-13,PHONE_NOTE,0
4500000452,00010,QTY_DISPUTE,1553,2026-06-22,SCN522342,2026-05-16,REGRELLO,0
4500000452,00020,PARTIAL,18,2026-07-08,SCN618529,2026-05-07,PHONE_NOTE,4
4500000452,00030,ACKNOWLEDGED,162,2026-06-25,SCN978600,2026-05-09,PORTAL,0
4500000452,00040,ACKNOWLEDGED,27,2026-07-19,SCN588476,2026-05-12,PHONE_NOTE,2
4500000452,00050,PARTIAL,182,2026-05-27,SCN751041,2026-05-12,REGRELLO,2
4500000452,00060,ACKNOWLEDGED,221,2026-08-05,SCN880252,2026-05-07,PHONE_NOTE,0
4500000452,00070,ACKNOWLEDGED,267,2026-06-19,SCN354841,2026-05-14,EMAIL,2
4500000453,00010,REJECTED,94,,SCN313301,2026-04-06,PORTAL,1
4500000453,00020,ACKNOWLEDGED,1872,2026-04-26,SCN587642,2026-03-29,EDI,0
4500000453,00030,MISSING,0,2026-05-26,,,,3
4500000453,00040,QTY_DISPUTE,781,2026-05-10,SCN692134,2026-04-06,EDI,2
4500000453,00050,ACKNOWLEDGED,199,2026-06-05,SCN176370,2026-03-31,EMAIL,1
4500000454,00010,PARTIAL,24,2026-07-11,SCN318474,2026-04-29,EDI,5
4500000454,00020,ACKNOWLEDGED,446,2026-05-21,SCN429357,2026-04-28,EMAIL,2
4500000454,00030,MISSING,0,2026-06-24,,,,4
4500000455,00010,PROMISED_LATE,1444,2026-02-21,SCN976135,2026-02-09,REGRELLO,0
4500000455,00020,PARTIAL,35,2026-04-16,SCN706076,2026-02-05,EDI,0
4500000455,00030,ACKNOWLEDGED,2222,2026-03-23,SCN493028,2026-02-06,REGRELLO,0
4500000455,00040,ACKNOWLEDGED,32,2026-03-31,SCN202716,2026-02-02,REGRELLO,1
4500000456,00010,ACKNOWLEDGED,4,2026-08-25,SCN509067,2026-06-05,PHONE_NOTE,2
4500000456,00020,MISSING,0,2026-06-04,,,,4
4500000456,00030,MISSING,0,2026-06-18,,,,1
4500000456,00040,MISSING,0,2026-07-13,,,,5
4500000457,00010,PARTIAL,1657,2026-05-07,SCN418912,2026-04-15,PORTAL,2
4500000457,00020,MISSING,0,2026-05-19,,,,5
4500000457,00030,ACKNOWLEDGED,215,2026-06-21,SCN319044,2026-04-11,EDI,2
4500000457,00040,ACKNOWLEDGED,871,2026-04-19,SCN111649,2026-04-13,PHONE_NOTE,1
4500000457,00050,ACKNOWLEDGED,192,2026-07-02,SCN828309,2026-04-09,EDI,1
4500000457,00060,ACKNOWLEDGED,760,2026-04-30,SCN349597,2026-04-10,EDI,2
4500000458,00010,ACKNOWLEDGED,883,2026-05-04,SCN255553,2026-02-15,EMAIL,0
4500000458,00020,ACKNOWLEDGED,1323,2026-04-26,SCN940135,2026-02-16,PHONE_NOTE,1
4500000458,00030,MISSING,0,2026-03-23,,,,0
4500000459,00010,ACKNOWLEDGED,15,2026-03-11,SCN697693,2026-02-17,PHONE_NOTE,1
4500000459,00020,PARTIAL,1691,2026-05-01,SCN548857,2026-02-09,PHONE_NOTE,3
4500000460,00010,PARTIAL,2325,2026-05-19,SCN789597,2026-03-21,EDI,1
4500000460,00020,ACKNOWLEDGED,344,2026-06-15,SCN238524,2026-03-17,PORTAL,2
4500000461,00010,PROMISED_LATE,116,2026-06-27,SCN776823,2026-05-20,PHONE_NOTE,5
