asn_number,po_number,item_number,schedule_line,supplier_id,shipped_qty,ship_date,expected_delivery_date,carrier,tracking_number,status,last_status_update
ASN00000714,4500000167,00050,0001,S100046,3,2026-05-20,2026-06-10,FedEx,4E5B195A-8B3,DELAYED,2026-05-23
ASN00000715,4500000167,00050,0003,S100046,5,2026-05-18,2026-06-06,FedEx,6A2CDC6A-357,CUSTOMS_HOLD,2026-05-26
ASN00000716,4500000167,00060,0001,S100046,1,,2026-05-29,FedEx,9E904990-ED3,NOT_SHIPPED,2026-05-23
ASN00000717,4500000167,00070,0002,S100046,79,2026-05-23,2026-05-28,Local Carrier,EDB15B09-980,DELIVERED,2026-05-25
ASN00000718,4500000168,00010,0001,S100022,282,2026-05-21,2026-06-08,Maersk,CAAC30AA-C06,CUSTOMS_HOLD,2026-05-23
ASN00000719,4500000168,00020,0001,S100022,41,2026-05-27,2026-06-01,FedEx,74E64E5D-A39,DELIVERED,2026-05-24
ASN00000720,4500000168,00030,0002,S100022,2,,2026-05-31,Maersk,C88E4677-9A8,PENDING_PICKUP,2026-05-23
ASN00000721,4500000168,00040,0003,S100022,476,,2026-06-17,Supplier Truck,13CE9482-610,CANCELLED,2026-05-25
ASN00000722,4500000168,00050,0001,S100022,217,2026-05-27,2026-05-24,Supplier Truck,07262DFE-492,IN_TRANSIT,2026-05-27
ASN00000723,4500000168,00050,0002,S100022,550,,2026-05-24,UPS,A604CE98-43C,PENDING_PICKUP,2026-05-25
ASN00000724,4500000168,00060,0001,S100022,6,2026-05-25,2026-06-10,Maersk,B133CD17-514,IN_TRANSIT,2026-05-28
ASN00000725,4500000168,00060,0002,S100022,20,2026-05-22,2026-05-27,Supplier Truck,25E8368C-A7E,IN_TRANSIT,2026-05-26
ASN00000726,4500000169,00010,0002,S100026,8,2026-05-22,2026-06-15,Local Carrier,75A98E26-DB8,DELAYED,2026-05-26
ASN00000727,4500000169,00020,0001,S100026,5,2026-05-25,2026-06-07,DHL,D3F417C1-A5E,IN_TRANSIT,2026-05-24
ASN00000728,4500000169,00030,0001,S100026,34,2026-05-26,2026-06-01,UPS,C7C257E0-C0A,IN_TRANSIT,2026-05-26
ASN00000729,4500000169,00040,0001,S100026,2,2026-05-23,2026-06-07,UPS,6135C00F-12D,DELIVERED,2026-05-26
ASN00000730,4500000170,00020,0001,S100014,1,,2026-06-04,FedEx,70E8F826-70E,NOT_SHIPPED,2026-05-23
ASN00000731,4500000170,00040,0001,S100014,377,,2026-06-14,Local Carrier,09AB899F-033,NOT_SHIPPED,2026-05-23
ASN00000732,4500000171,00010,0001,S100011,20,2026-05-24,2026-06-10,FedEx,4854F3E7-809,IN_TRANSIT,2026-05-28
ASN00000733,4500000172,00010,0001,S100026,1,,2026-06-04,FedEx,A52DC558-2E0,PENDING_PICKUP,2026-05-25
ASN00000734,4500000173,00020,0001,S100016,43,,2026-05-30,Maersk,963B8BF2-844,NOT_SHIPPED,2026-05-23
ASN00000735,4500000173,00020,0002,S100016,2,2026-05-24,2026-06-05,FedEx,A12B820E-621,DELAYED,2026-05-23
ASN00000736,4500000173,00020,0003,S100016,7,2026-05-28,2026-06-13,FedEx,CD05C3C7-03C,IN_TRANSIT,2026-05-28
ASN00000737,4500000173,00040,0003,S100016,317,2026-05-25,2026-05-28,DHL,2DFECE84-B3C,IN_TRANSIT,2026-05-24
ASN00000738,4500000174,00030,0001,S100024,53,,2026-06-09,DHL,6143FB29-D05,PENDING_PICKUP,2026-05-28
ASN00000739,4500000174,00040,0002,S100024,10,,2026-06-10,Supplier Truck,AC0328E9-EC5,PENDING_PICKUP,2026-05-23
ASN00000740,4500000174,00050,0002,S100024,1637,2026-05-26,2026-06-08,Supplier Truck,33348B19-5F4,IN_TRANSIT,2026-05-28
ASN00000741,4500000175,00010,0001,S100012,41,2026-05-27,2026-06-13,Supplier Truck,0C2563DC-AFE,DELIVERED,2026-05-26
ASN00000742,4500000175,00010,0002,S100012,54,,2026-06-16,Local Carrier,E4CCDA0F-89D,NOT_SHIPPED,2026-05-23
ASN00000743,4500000175,00020,0001,S100012,33,2026-05-25,2026-06-10,Local Carrier,94A4AC3C-216,DELAYED,2026-05-25
ASN00000744,4500000175,00020,0002,S100012,26,,2026-06-11,Maersk,AE86EF56-507,NOT_SHIPPED,2026-05-28
ASN00000745,4500000176,00010,0001,S100015,2,,2026-05-29,Supplier Truck,3B76B919-81E,NOT_SHIPPED,2026-05-24
ASN00000746,4500000176,00010,0002,S100015,2,2026-05-21,2026-06-06,FedEx,E0F178BB-E68,CUSTOMS_HOLD,2026-05-26
ASN00000747,4500000176,00020,0001,S100015,93,2026-05-20,2026-05-27,Maersk,539703AD-50A,IN_TRANSIT,2026-05-27
ASN00000748,4500000176,00030,0002,S100015,3,2026-05-22,2026-06-03,Local Carrier,BFF06F63-0C3,IN_TRANSIT,2026-05-25
ASN00000749,4500000177,00010,0001,S100024,11,2026-05-27,2026-05-30,UPS,B3169F6B-BC7,DELIVERED,2026-05-25
ASN00000750,4500000177,00010,0002,S100024,628,2026-05-23,2026-06-02,DHL,9C08CF3A-E92,IN_TRANSIT,2026-05-26
ASN00000751,4500000177,00020,0001,S100024,45,2026-05-19,2026-06-07,Local Carrier,D20E7586-09D,IN_TRANSIT,2026-05-25
ASN00000752,4500000177,00020,0002,S100024,2,2026-05-19,2026-06-11,Maersk,4D4DEF01-7CB,IN_TRANSIT,2026-05-27
ASN00000753,4500000177,00020,0003,S100024,65,2026-05-19,2026-06-09,FedEx,9815CFD6-573,DELAYED,2026-05-24
ASN00000754,4500000179,00010,0001,S100025,1,,2026-05-25,FedEx,79EBEA89-F5C,NOT_SHIPPED,2026-05-23
ASN00000755,4500000179,00010,0002,S100025,70,2026-05-22,2026-06-06,Local Carrier,EBB18D49-4BC,IN_TRANSIT,2026-05-23
ASN00000756,4500000180,00030,0002,S100016,37,2026-05-28,2026-05-27,FedEx,9C363E82-933,DELIVERED,2026-05-25
ASN00000757,4500000180,00030,0003,S100016,2,2026-05-23,2026-06-13,Maersk,D1A0E395-F26,IN_TRANSIT,2026-05-23
ASN00000758,4500000180,00060,0003,S100016,172,2026-05-21,2026-06-14,Local Carrier,8A2630A7-C45,IN_TRANSIT,2026-05-24
ASN00000759,4500000181,00030,0001,S100020,15,,2026-06-09,DHL,0BC8A844-442,PENDING_PICKUP,2026-05-23
ASN00000760,4500000181,00030,0002,S100020,147,,2026-06-17,Local Carrier,51B91E4E-E0B,NOT_SHIPPED,2026-05-26
ASN00000761,4500000181,00050,0001,S100020,12,2026-05-23,2026-05-31,Local Carrier,27B1F190-1AD,IN_TRANSIT,2026-05-23
ASN00000762,4500000181,00050,0002,S100020,437,,2026-06-11,UPS,46B268BE-029,NOT_SHIPPED,2026-05-26
ASN00000763,4500000181,00060,0001,S100020,23,2026-05-28,2026-06-16,Local Carrier,E3D37168-246,IN_TRANSIT,2026-05-23
ASN00000764,4500000181,00060,0002,S100020,150,2026-05-23,2026-06-01,UPS,5E28439E-663,IN_TRANSIT,2026-05-27
ASN00000765,4500000182,00010,0002,S100032,1,,2026-06-04,Supplier Truck,6B650005-B1A,PENDING_PICKUP,2026-05-28
ASN00000766,4500000182,00020,0002,S100032,153,2026-05-23,2026-05-29,Local Carrier,68CA6C68-753,IN_TRANSIT,2026-05-27
ASN00000767,4500000182,00030,0002,S100032,68,,2026-05-30,UPS,47A105B2-6B2,PENDING_PICKUP,2026-05-25
ASN00000768,4500000182,00040,0001,S100032,2,,2026-06-12,Supplier Truck,319D1BB0-4A5,PENDING_PICKUP,2026-05-24
ASN00000769,4500000182,00050,0001,S100032,7,2026-05-27,2026-05-24,Supplier Truck,66B94DDE-137,IN_TRANSIT,2026-05-25
ASN00000770,4500000182,00060,0002,S100032,7,2026-05-24,2026-06-09,DHL,2F0E00C6-DE7,DELIVERED,2026-05-27
ASN00000771,4500000183,00010,0001,S100008,136,,2026-06-13,Local Carrier,2C669345-5B6,PENDING_PICKUP,2026-05-25
ASN00000772,4500000183,00010,0002,S100008,331,2026-05-24,2026-06-16,Maersk,A3947B26-28A,DELIVERED,2026-05-27
ASN00000773,4500000183,00030,0001,S100008,14,2026-05-19,2026-06-16,DHL,CC2A882B-FFC,IN_TRANSIT,2026-05-26
ASN00000774,4500000183,00040,0001,S100008,1,,2026-06-04,FedEx,414972B9-557,PENDING_PICKUP,2026-05-28
ASN00000775,4500000183,00040,0002,S100008,3,2026-05-27,2026-06-06,Local Carrier,C4CA1645-E89,IN_TRANSIT,2026-05-28
ASN00000776,4500000185,00010,0001,S100045,686,2026-05-22,2026-05-28,Maersk,94BDBD20-062,DELIVERED,2026-05-28
ASN00000777,4500000185,00020,0001,S100045,1,2026-05-18,2026-06-07,Local Carrier,C6F195F5-309,IN_TRANSIT,2026-05-27
ASN00000778,4500000185,00030,0001,S100045,1,,2026-06-02,DHL,9498CDCE-C00,NOT_SHIPPED,2026-05-27
ASN00000779,4500000185,00040,0001,S100045,3,2026-05-24,2026-06-16,DHL,EB42C6D5-4C2,IN_TRANSIT,2026-05-25
ASN00000780,4500000185,00050,0001,S100045,241,2026-05-24,2026-06-07,Supplier Truck,0EE5514E-A04,IN_TRANSIT,2026-05-26
ASN00000781,4500000185,00050,0002,S100045,144,2026-05-18,2026-06-08,Supplier Truck,1DC17C1D-565,CUSTOMS_HOLD,2026-05-26
ASN00000782,4500000185,00050,0003,S100045,1242,,2026-06-09,Supplier Truck,1511A817-09C,CANCELLED,2026-05-28
ASN00000783,4500000186,00010,0001,S100021,2,,2026-06-09,DHL,B756053C-617,NOT_SHIPPED,2026-05-23
ASN00000784,4500000186,00010,0002,S100021,1,2026-05-25,2026-06-14,DHL,0A90711A-D14,DELAYED,2026-05-26
ASN00000785,4500000186,00010,0003,S100021,8,2026-05-25,2026-06-17,FedEx,82794993-B5F,IN_TRANSIT,2026-05-27
ASN00000786,4500000186,00030,0001,S100021,191,2026-05-23,2026-06-06,Local Carrier,E820245E-60F,CUSTOMS_HOLD,2026-05-26
ASN00000787,4500000186,00030,0002,S100021,801,2026-05-28,2026-06-07,UPS,DBD1F256-829,IN_TRANSIT,2026-05-28
ASN00000788,4500000186,00040,0001,S100021,101,2026-05-26,2026-06-13,Supplier Truck,1E0822BB-507,IN_TRANSIT,2026-05-27
ASN00000789,4500000186,00050,0001,S100021,48,2026-05-27,2026-05-24,DHL,C8F19EF3-E24,IN_TRANSIT,2026-05-24
ASN00000790,4500000187,00010,0001,S100035,5,2026-05-24,2026-05-27,Supplier Truck,CA68BEEB-D07,DELIVERED,2026-05-23
ASN00000791,4500000187,00010,0003,S100035,157,2026-05-26,2026-06-05,Maersk,6B8B3F65-389,IN_TRANSIT,2026-05-27
ASN00000792,4500000187,00020,0001,S100035,76,,2026-06-09,Maersk,03067B16-2F3,PENDING_PICKUP,2026-05-25
ASN00000793,4500000187,00030,0001,S100035,14,2026-05-18,2026-06-17,Local Carrier,F79C24BD-4AC,DELIVERED,2026-05-27
ASN00000794,4500000187,00040,0002,S100035,2,2026-05-25,2026-06-26,UPS,635EFC6B-63F,DELAYED,2026-05-28
ASN00000795,4500000187,00050,0001,S100035,1,2026-05-22,2026-06-24,DHL,B01B4696-4EB,CUSTOMS_HOLD,2026-05-28
ASN00000796,4500000187,00050,0002,S100035,5,2026-05-18,2026-06-06,UPS,7A38B638-905,IN_TRANSIT,2026-05-26
ASN00000797,4500000187,00060,0003,S100035,47,,2026-06-14,DHL,494698F3-B27,NOT_SHIPPED,2026-05-25
ASN00000798,4500000187,00070,0001,S100035,366,2026-05-22,2026-06-04,Local Carrier,4693F3B5-3B4,DELIVERED,2026-05-24
ASN00000799,4500000187,00070,0002,S100035,115,2026-05-19,2026-06-17,Supplier Truck,004539EE-FED,DELIVERED,2026-05-23
ASN00000800,4500000188,00010,0001,S100015,7,2026-05-20,2026-05-29,Local Carrier,A5140712-DB4,IN_TRANSIT,2026-05-24
ASN00000801,4500000188,00010,0002,S100015,14,2026-05-28,2026-06-04,FedEx,7178D65E-AEA,DELIVERED,2026-05-28
ASN00000802,4500000188,00020,0001,S100015,1,2026-05-21,2026-06-02,DHL,BA36F4CB-5F8,IN_TRANSIT,2026-05-26
ASN00000803,4500000188,00020,0003,S100015,92,,2026-06-03,Supplier Truck,F4BEB393-D0A,NOT_SHIPPED,2026-05-25
ASN00000804,4500000189,00010,0001,S100011,79,2026-05-18,2026-06-22,DHL,27A2B0BB-D87,CUSTOMS_HOLD,2026-05-25
ASN00000805,4500000189,00010,0002,S100011,125,2026-05-25,2026-05-28,Local Carrier,84B12FCA-2BB,DELIVERED,2026-05-23
ASN00000806,4500000189,00020,0001,S100011,1,,2026-05-27,Maersk,3ED9CAC2-1D0,CANCELLED,2026-05-27
ASN00000807,4500000189,00020,0002,S100011,2,2026-05-27,2026-06-11,UPS,4182273C-817,IN_TRANSIT,2026-05-27
ASN00000808,4500000189,00030,0001,S100011,1,,2026-06-04,DHL,D170E734-EE1,PENDING_PICKUP,2026-05-24
ASN00000809,4500000189,00030,0003,S100011,4,2026-05-27,2026-06-01,Local Carrier,7C990541-6F0,IN_TRANSIT,2026-05-24
ASN00000810,4500000189,00040,0003,S100011,844,,2026-06-03,DHL,EBC89FE2-B0B,NOT_SHIPPED,2026-05-28
ASN00000811,4500000189,00050,0001,S100011,24,2026-05-27,2026-06-06,UPS,0DD30B12-0DC,IN_TRANSIT,2026-05-28
ASN00000812,4500000189,00060,0001,S100011,14,,2026-06-14,UPS,28E389C4-698,NOT_SHIPPED,2026-05-23
ASN00000813,4500000190,00010,0001,S100048,102,,2026-06-02,DHL,9398F2B9-206,NOT_SHIPPED,2026-05-27
ASN00000814,4500000190,00010,0002,S100048,18,2026-05-22,2026-06-03,Supplier Truck,B9DDC448-C08,DELIVERED,2026-05-24
ASN00000815,4500000190,00030,0001,S100048,32,2026-05-25,2026-06-12,Maersk,62A1D44D-E61,DELIVERED,2026-05-23
ASN00000816,4500000190,00040,0001,S100048,92,,2026-06-13,UPS,FC096BBA-EAE,PENDING_PICKUP,2026-05-26
ASN00000817,4500000190,00040,0002,S100048,180,2026-05-21,2026-06-18,Local Carrier,1C9A411E-17E,DELAYED,2026-05-25
ASN00000818,4500000191,00010,0001,S100011,3,2026-05-22,2026-06-21,FedEx,D2B5C250-426,CUSTOMS_HOLD,2026-05-27
ASN00000819,4500000191,00010,0002,S100011,3,2026-05-20,2026-05-30,Supplier Truck,11CF38D7-084,DELIVERED,2026-05-28
ASN00000820,4500000191,00030,0001,S100011,2,2026-05-26,2026-06-13,DHL,B68BA70E-1C0,DELIVERED,2026-05-27
ASN00000821,4500000191,00030,0002,S100011,1,,2026-06-06,Maersk,90919C00-D2A,CANCELLED,2026-05-26
ASN00000822,4500000192,00010,0001,S100031,63,2026-05-23,2026-06-05,Local Carrier,5DD61217-0B2,IN_TRANSIT,2026-05-25
ASN00000823,4500000192,00040,0001,S100031,1,,2026-05-29,UPS,A5DACD63-B33,NOT_SHIPPED,2026-05-24
ASN00000824,4500000193,00010,0001,S100043,258,,2026-06-04,Supplier Truck,BA7F6FB9-35A,CANCELLED,2026-05-25
ASN00000825,4500000193,00020,0002,S100043,277,2026-05-22,2026-06-11,FedEx,888044A3-E41,IN_TRANSIT,2026-05-25
ASN00000826,4500000194,00010,0001,S100026,541,2026-05-22,2026-06-11,DHL,B9857BE0-276,DELAYED,2026-05-25
ASN00000827,4500000198,00010,0001,S100031,41,2026-05-28,2026-06-08,UPS,D7B1A9ED-366,IN_TRANSIT,2026-05-27
ASN00000828,4500000198,00010,0002,S100031,30,2026-05-23,2026-06-18,DHL,B3E8F6F4-CBF,DELAYED,2026-05-28
ASN00000829,4500000198,00030,0001,S100031,89,2026-05-24,2026-05-29,UPS,FAB0ECA2-0E7,DELIVERED,2026-05-23
ASN00000830,4500000198,00040,0001,S100031,116,,2026-06-12,Local Carrier,D90A5C9C-476,NOT_SHIPPED,2026-05-23
ASN00000831,4500000198,00040,0002,S100031,396,2026-05-25,2026-06-15,Maersk,DDA9DDB2-BDB,IN_TRANSIT,2026-05-25
ASN00000832,4500000198,00040,0003,S100031,1313,2026-05-26,2026-05-27,DHL,08A069C6-750,DELIVERED,2026-05-25
ASN00000833,4500000199,00010,0001,S100010,3,,2026-05-29,Local Carrier,75488904-C6D,CANCELLED,2026-05-28
ASN00000834,4500000199,00010,0002,S100010,2,2026-05-22,2026-06-11,Local Carrier,F35621BA-B27,IN_TRANSIT,2026-05-28
ASN00000835,4500000199,00010,0003,S100010,18,2026-05-22,2026-06-14,FedEx,F85184DC-269,CUSTOMS_HOLD,2026-05-26
ASN00000836,4500000199,00030,0001,S100010,119,,2026-06-07,Local Carrier,2A8D8654-13C,PENDING_PICKUP,2026-05-24
ASN00000837,4500000199,00030,0002,S100010,185,,2026-06-05,Local Carrier,DBDB6AF8-F8F,PENDING_PICKUP,2026-05-26
ASN00000838,4500000200,00010,0001,S100045,479,2026-05-26,2026-05-29,FedEx,1CC514BA-07A,IN_TRANSIT,2026-05-26
ASN00000839,4500000200,00030,0001,S100045,7,,2026-05-27,DHL,169FBDBC-504,NOT_SHIPPED,2026-05-25
ASN00000840,4500000200,00040,0001,S100045,576,2026-05-18,2026-05-30,Supplier Truck,8E5CE7EE-60F,DELIVERED,2026-05-24
ASN00000841,4500000200,00040,0002,S100045,5,2026-05-27,2026-06-01,Maersk,AC7077CE-D79,IN_TRANSIT,2026-05-24
ASN00000842,4500000200,00050,0002,S100045,1,,2026-05-24,Local Carrier,5816227B-1AD,PENDING_PICKUP,2026-05-26
ASN00000843,4500000200,00050,0003,S100045,21,2026-05-20,2026-06-26,FedEx,6888C1FD-CA8,CUSTOMS_HOLD,2026-05-23
ASN00000844,4500000200,00060,0001,S100045,34,2026-05-19,2026-06-26,Supplier Truck,DDB833E3-788,DELAYED,2026-05-25
ASN00000845,4500000200,00070,0001,S100045,121,2026-05-22,2026-06-22,UPS,C24AA16E-216,DELAYED,2026-05-23
ASN00000846,4500000201,00020,0001,S100050,2,,2026-05-26,DHL,37DCFBDF-396,NOT_SHIPPED,2026-05-24
ASN00000847,4500000201,00020,0003,S100050,6,2026-05-19,2026-05-25,Maersk,FBE14310-2E0,IN_TRANSIT,2026-05-28
ASN00000848,4500000201,00030,0003,S100050,89,2026-05-23,2026-06-03,Local Carrier,D368501A-B37,DELIVERED,2026-05-26
ASN00000849,4500000201,00040,0001,S100050,60,,2026-06-02,DHL,0FEF3AD7-375,PENDING_PICKUP,2026-05-28
ASN00000850,4500000201,00040,0002,S100050,44,2026-05-22,2026-05-27,Maersk,BA31E908-967,IN_TRANSIT,2026-05-27
ASN00000851,4500000201,00050,0001,S100050,47,,2026-06-09,Supplier Truck,A6BC0B59-56B,CANCELLED,2026-05-23
ASN00000852,4500000203,00050,0003,S100015,2,2026-05-28,2026-06-06,Local Carrier,1699F0E2-BBF,IN_TRANSIT,2026-05-27
ASN00000853,4500000204,00010,0001,S100048,957,2026-05-24,2026-06-12,DHL,CB39DC48-B46,CUSTOMS_HOLD,2026-05-24
ASN00000854,4500000204,00020,0001,S100048,97,,2026-06-08,FedEx,BA75BAF5-EB8,NOT_SHIPPED,2026-05-25
ASN00000855,4500000204,00030,0001,S100048,825,2026-05-19,2026-06-21,Local Carrier,E3E5757C-BF7,DELAYED,2026-05-25
ASN00000856,4500000204,00040,0002,S100048,1,,2026-06-14,Local Carrier,D7ABDB17-301,PENDING_PICKUP,2026-05-26
ASN00000857,4500000204,00040,0003,S100048,1,2026-05-25,2026-06-13,DHL,2F96E1CF-797,DELIVERED,2026-05-27
ASN00000858,4500000204,00050,0001,S100048,53,2026-05-19,2026-06-03,Maersk,925F77F3-457,DELAYED,2026-05-28
ASN00000859,4500000204,00050,0002,S100048,25,,2026-06-03,Local Carrier,64855058-E74,NOT_SHIPPED,2026-05-24
ASN00000860,4500000204,00060,0001,S100048,72,2026-05-22,2026-06-17,Local Carrier,C3C7DFD4-723,DELIVERED,2026-05-27
ASN00000861,4500000204,00070,0001,S100048,7,2026-05-28,2026-06-17,Maersk,800A2814-C24,IN_TRANSIT,2026-05-25
ASN00000862,4500000204,00070,0002,S100048,8,,2026-05-29,Maersk,0FF7438C-737,NOT_SHIPPED,2026-05-27
ASN00000863,4500000205,00020,0001,S100009,1,,2026-06-04,Supplier Truck,8F92F868-FF0,NOT_SHIPPED,2026-05-24
ASN00000864,4500000205,00020,0002,S100009,1,2026-05-18,2026-05-24,FedEx,03E80A16-82D,IN_TRANSIT,2026-05-24
ASN00000865,4500000206,00010,0002,S100019,1,2026-05-26,2026-06-17,DHL,F9588308-9F9,IN_TRANSIT,2026-05-26
ASN00000866,4500000206,00010,0003,S100019,111,,2026-06-10,Supplier Truck,674CC425-9D5,PENDING_PICKUP,2026-05-26
ASN00000867,4500000207,00020,0001,S100026,317,,2026-05-26,FedEx,FAF1FAE4-A29,PENDING_PICKUP,2026-05-26
ASN00000868,4500000207,00020,0002,S100026,1239,2026-05-26,2026-06-03,Maersk,CEAC020B-51F,IN_TRANSIT,2026-05-28
ASN00000869,4500000208,00010,0001,S100001,100,2026-05-21,2026-06-27,Local Carrier,58C3A247-B30,DELAYED,2026-05-27
ASN00000870,4500000208,00020,0001,S100001,238,2026-05-18,2026-06-07,Maersk,620DB0B0-980,DELIVERED,2026-05-27
ASN00000871,4500000208,00020,0002,S100001,392,2026-05-20,2026-05-29,UPS,AB3027E8-0A8,DELIVERED,2026-05-23
ASN00000872,4500000208,00020,0003,S100001,2641,2026-05-22,2026-06-14,UPS,A3B0116C-6BE,DELAYED,2026-05-25
ASN00000873,4500000208,00030,0002,S100001,12,2026-05-23,2026-06-27,Local Carrier,F36A98A7-C7D,DELAYED,2026-05-26
ASN00000874,4500000208,00040,0001,S100001,58,2026-05-23,2026-06-24,DHL,DA64AA1E-E92,CUSTOMS_HOLD,2026-05-26
ASN00000875,4500000208,00040,0002,S100001,55,,2026-06-04,Local Carrier,4F1362E5-ECF,NOT_SHIPPED,2026-05-28
ASN00000876,4500000208,00050,0001,S100001,17,,2026-06-03,Maersk,01E85300-FA5,NOT_SHIPPED,2026-05-27
ASN00000877,4500000208,00050,0002,S100001,48,2026-05-26,2026-05-25,DHL,E6EA8AFC-F4E,IN_TRANSIT,2026-05-28
ASN00000878,4500000208,00060,0002,S100001,157,2026-05-24,2026-06-06,FedEx,95E43A10-123,IN_TRANSIT,2026-05-24
ASN00000879,4500000208,00060,0003,S100001,344,,2026-06-10,DHL,2EC138D2-2F8,NOT_SHIPPED,2026-05-25
ASN00000880,4500000208,00070,0001,S100001,3,,2026-05-24,Supplier Truck,B97ACDA3-56C,NOT_SHIPPED,2026-05-26
ASN00000881,4500000208,00070,0002,S100001,1,,2026-06-16,Maersk,BF4B555B-856,CANCELLED,2026-05-23
ASN00000882,4500000208,00070,0003,S100001,4,2026-05-28,2026-06-02,DHL,01CC948A-DE8,DELAYED,2026-05-28
ASN00000883,4500000210,00010,0001,S100047,56,2026-05-26,2026-06-06,Supplier Truck,0AC638E3-8B6,IN_TRANSIT,2026-05-23
ASN00000884,4500000210,00010,0002,S100047,12,2026-05-26,2026-06-06,Maersk,C5E6B402-D38,IN_TRANSIT,2026-05-26
ASN00000885,4500000210,00010,0003,S100047,169,,2026-06-01,Supplier Truck,F5077C77-5B0,PENDING_PICKUP,2026-05-23
ASN00000886,4500000210,00020,0001,S100047,9,2026-05-23,2026-06-19,FedEx,6126530F-5D2,DELAYED,2026-05-24
ASN00000887,4500000210,00020,0002,S100047,5,2026-05-19,2026-06-05,FedEx,0FA73248-C5E,IN_TRANSIT,2026-05-28
ASN00000888,4500000211,00030,0001,S100025,9,,2026-05-31,FedEx,A4C2AE5E-3B3,CANCELLED,2026-05-26
ASN00000889,4500000211,00040,0002,S100025,4,2026-05-28,2026-06-13,DHL,78BDC042-30C,IN_TRANSIT,2026-05-27
ASN00000890,4500000212,00010,0001,S100039,892,2026-05-20,2026-05-26,UPS,CD0F5B68-3AA,IN_TRANSIT,2026-05-28
ASN00000891,4500000212,00030,0002,S100039,1,2026-05-26,2026-06-21,FedEx,57057317-4AA,CUSTOMS_HOLD,2026-05-24
ASN00000892,4500000212,00030,0003,S100039,7,2026-05-20,2026-06-03,Supplier Truck,51DCD38C-FE7,CUSTOMS_HOLD,2026-05-24
ASN00000893,4500000214,00020,0001,S100032,2,2026-05-28,2026-06-05,Supplier Truck,36B64B14-3CA,IN_TRANSIT,2026-05-26
ASN00000894,4500000214,00020,0002,S100032,2,2026-05-19,2026-06-09,Local Carrier,0106F8D5-804,IN_TRANSIT,2026-05-24
ASN00000895,4500000214,00030,0002,S100032,1,,2026-06-11,UPS,3FF61855-2C4,NOT_SHIPPED,2026-05-24
ASN00000896,4500000214,00040,0001,S100032,18,2026-05-19,2026-06-15,Local Carrier,3F9C6014-3BC,IN_TRANSIT,2026-05-27
ASN00000897,4500000214,00050,0002,S100032,163,,2026-05-27,FedEx,C8402163-596,PENDING_PICKUP,2026-05-23
ASN00000898,4500000214,00060,0001,S100032,1,2026-05-26,2026-06-10,Maersk,8853BA80-B77,DELIVERED,2026-05-23
ASN00000899,4500000214,00060,0002,S100032,5,2026-05-28,2026-06-10,DHL,F26C8B69-F01,IN_TRANSIT,2026-05-26
ASN00000900,4500000214,00060,0003,S100032,6,,2026-05-24,Maersk,CCD0CD34-A37,PENDING_PICKUP,2026-05-23
ASN00000901,4500000215,00010,0001,S100002,9,2026-05-21,2026-06-13,Local Carrier,3CFB53C6-671,DELIVERED,2026-05-24
ASN00000902,4500000215,00010,0002,S100002,5,,2026-05-29,UPS,74F94323-F91,NOT_SHIPPED,2026-05-25
ASN00000903,4500000215,00010,0003,S100002,38,2026-05-25,2026-06-25,Maersk,7357D843-0C2,DELAYED,2026-05-25
ASN00000904,4500000215,00020,0001,S100002,36,2026-05-27,2026-06-08,DHL,F9CA4514-4FF,IN_TRANSIT,2026-05-28
ASN00000905,4500000215,00030,0002,S100002,1,2026-05-27,2026-05-28,Local Carrier,C50FE942-793,IN_TRANSIT,2026-05-23
ASN00000906,4500000215,00040,0001,S100002,8,2026-05-19,2026-05-25,Maersk,FCAFED06-8AC,IN_TRANSIT,2026-05-25
ASN00000907,4500000215,00040,0003,S100002,77,2026-05-20,2026-06-04,UPS,D89B21E6-976,IN_TRANSIT,2026-05-28
ASN00000908,4500000215,00050,0002,S100002,122,2026-05-22,2026-06-10,Maersk,857BDDE9-FE3,IN_TRANSIT,2026-05-24
ASN00000909,4500000215,00060,0001,S100002,5,,2026-06-08,Maersk,E3781518-BE5,NOT_SHIPPED,2026-05-23
ASN00000910,4500000217,00010,0001,S100004,1,2026-05-25,2026-06-06,Maersk,27BF0AC9-8D5,DELAYED,2026-05-24
ASN00000911,4500000217,00010,0002,S100004,3,,2026-06-08,FedEx,2552C175-624,NOT_SHIPPED,2026-05-25
ASN00000912,4500000217,00020,0001,S100004,61,2026-05-24,2026-06-14,Supplier Truck,5674791F-6D4,IN_TRANSIT,2026-05-26
ASN00000913,4500000217,00020,0002,S100004,12,,2026-06-08,FedEx,D60CBAA3-253,CANCELLED,2026-05-24
ASN00000914,4500000217,00030,0002,S100004,13,2026-05-28,2026-06-05,UPS,34738ECE-65F,IN_TRANSIT,2026-05-28
ASN00000915,4500000218,00010,0001,S100047,285,2026-05-19,2026-06-10,Supplier Truck,805BEDB5-03E,IN_TRANSIT,2026-05-24
ASN00000916,4500000218,00010,0002,S100047,730,,2026-06-17,UPS,1DD9137A-80C,PENDING_PICKUP,2026-05-28
ASN00000917,4500000218,00020,0001,S100047,873,2026-05-20,2026-06-23,DHL,9C1CAD65-0FE,DELAYED,2026-05-28
ASN00000918,4500000218,00030,0001,S100047,8,,2026-06-15,Local Carrier,2F36848A-5B3,NOT_SHIPPED,2026-05-24
